R,T,I,score
1,6,1,92.0833333333333%
1,6,2,94.54166666666666%
1,6,3,96.24047619047619%
1,6,4,96.50238095238096%
1,6,5,84.00000000000001%
1,6,6,66.91666666666666%
1,6,7,68.66666666666667%
1,6,8,65.0%
1,6,9,34.0%
1,6,10,24.0%
1,6,11,22.0%
1,6,12,67.0%
1,6,13,65.5%
1,6,14,65.5%
1,6,15,63.5%
1,6,16,62.5%
1,6,17,10.0%
1,6,18,16.5%
1,6,19,11.5%
1,6,20,11.5%
2,6,1,92.00444555444554%
2,6,2,91.62677632824689%
2,6,3,95.09683111006638%
2,6,4,94.92440188810157%
2,6,5,93.54523809523809%
2,6,6,93.9225468975469%
2,6,7,92.98809523809523%
2,6,8,89.01666666666667%
2,6,9,93.81309523809524%
2,6,10,71.33333333333333%
2,6,11,81.18333333333334%
2,6,12,91.32380952380953%
2,6,13,91.46666666666665%
2,6,14,84.75%
2,6,15,86.83333333333331%
2,6,16,89.46666666666664%
2,6,17,87.93333333333332%
2,6,18,90.87380952380953%
2,6,19,88.35%
2,6,20,86.93333333333334%
3,6,1,90.42938206873963%
3,6,2,92.26000357801911%
3,6,3,92.40864757933176%
3,6,4,91.90599945719913%
3,6,5,91.00407537938496%
3,6,6,91.2587463750709%
3,6,7,90.76975446630513%
3,6,8,91.66101991833415%
3,6,9,90.33382849091058%
3,6,10,91.06616578296143%
3,6,11,91.63808626014506%
3,6,12,92.4791352438411%
3,6,13,91.82538974613276%
3,6,14,92.72220747518732%
3,6,15,92.76377882952957%
3,6,16,93.42626115714349%
3,6,17,93.42112224291013%
3,6,18,93.35920664303016%
3,6,19,93.28621656121653%
3,6,20,93.25157897657897%
4,6,1,88.96188927377344%
4,6,2,91.79247165349626%
4,6,3,92.69198186502241%
4,6,4,91.13775774693796%
4,6,5,92.51474169565303%
4,6,6,91.82790613084985%
4,6,7,91.60707321309306%
4,6,8,91.56876606740352%
4,6,9,91.7912361737298%
4,6,10,92.11209470198197%
4,6,11,91.90295223413457%
4,6,12,92.52289525925681%
4,6,13,92.69485071813422%
4,6,14,92.7146918197309%
4,6,15,92.93199367552123%
4,6,16,93.04025343711419%
4,6,17,93.45895925848689%
4,6,18,93.39162269834769%
4,6,19,93.65582622119456%
4,6,20,93.50755514677093%
5,6,1,89.36072425803113%
5,6,2,92.32319019186406%
5,6,3,93.29631944315688%
5,6,4,92.73310962536173%
5,6,5,93.10148245934815%
5,6,6,92.69509974260623%
5,6,7,92.86615862755006%
5,6,8,92.76273617083216%
5,6,9,93.01842364826194%
5,6,10,92.94776531616837%
5,6,11,93.0589445821777%
5,6,12,93.30721457934558%
5,6,13,93.69641048342956%
5,6,14,93.81410180594801%
5,6,15,93.91934521174751%
5,6,16,94.0240303037182%
5,6,17,93.97234934213276%
5,6,18,93.95702408732494%
5,6,19,94.08480803741429%
5,6,20,94.18322478221015%
6,6,1,90.4800310204713%
6,6,2,93.46644611100064%
6,6,3,93.3188145554194%
6,6,4,92.91666364419738%
6,6,5,93.69140773381598%
6,6,6,93.4479742036019%
6,6,7,93.63130344347181%
6,6,8,93.8353644265474%
6,6,9,93.53430859204292%
6,6,10,93.56662790765408%
6,6,11,93.84392729939452%
6,6,12,93.83035963282894%
