R,T,I,score
1,6,1,5.2115745365745365%
1,6,2,1.0095238095238093%
1,6,3,12.243650793650795%
1,6,4,6.3583333333333325%
1,6,5,5.884523809523809%
1,6,6,4.25%
1,6,7,3.95%
1,6,8,2.3166666666666664%
1,6,9,3.6261904761904757%
1,6,10,2.7499999999999996%
1,6,11,3.6166666666666663%
1,6,12,0.0%
1,6,13,0.0%
1,6,14,0.0%
1,6,15,0.0%
1,6,16,0.0%
1,6,17,0.0%
1,6,18,0.0%
1,6,19,0.0%
1,6,20,0.0%
2,6,1,6.146928071928072%
2,6,2,5.261186036186035%
2,6,3,9.215551115551115%
2,6,4,7.633630258630258%
2,6,5,5.270693195693195%
2,6,6,3.9645021645021643%
2,6,7,5.5635753135753125%
2,6,8,5.117929292929292%
2,6,9,5.416269841269841%
2,6,10,3.9599567099567095%
2,6,11,8.736147186147186%
2,6,12,6.53452380952381%
2,6,13,3.623015873015873%
2,6,14,2.5539682539682538%
2,6,15,2.6555555555555554%
2,6,16,2.5202380952380947%
2,6,17,1.1357142857142855%
2,6,18,0.9595238095238093%
2,6,19,1.5690476190476188%
2,6,20,1.2956349206349205%
3,6,1,5.400532800532801%
3,6,2,6.8377539127539135%
3,6,3,9.344155844155845%
3,6,4,7.838861138861137%
3,6,5,8.028893328893329%
3,6,6,5.812728937728937%
3,6,7,5.5645687645687625%
3,6,8,6.3664862914862885%
3,6,9,6.996520146520148%
3,6,10,6.772369297369296%
3,6,11,5.9507270507270515%
3,6,12,6.744494394494393%
3,6,13,6.182725607725607%
3,6,14,6.897746697746697%
3,6,15,6.305805305805304%
3,6,16,4.981407481407481%
3,6,17,7.466869241869242%
3,6,18,6.121006771006769%
3,6,19,6.574062049062048%
3,6,20,6.265953490953491%
4,6,1,5.6050283050283065%
4,6,2,6.316475191475193%
4,6,3,7.799150849150849%
4,6,4,7.13767898767899%
4,6,5,7.33884448884449%
4,6,6,7.732267732267732%
4,6,7,7.5920246420246436%
4,6,8,7.374025974025972%
4,6,9,7.072713397713398%
4,6,10,6.474733599733596%
4,6,11,6.8116605616605606%
4,6,12,7.085891885891885%
4,6,13,7.594511044511046%
4,6,14,8.304051504051506%
4,6,15,7.840984015984016%
4,6,16,7.896431346431349%
4,6,17,8.328174603174604%
4,6,18,8.747874347874353%
4,6,19,7.588591963591961%
4,6,20,7.711605061605061%
5,6,1,7.670579420579417%
5,6,2,6.726323676323679%
5,6,3,8.924908424908427%
5,6,4,8.474725274725277%
5,6,5,8.036879786879787%
5,6,6,9.553296703296706%
5,6,7,9.626756576756575%
5,6,8,8.69060384060384%
5,6,9,8.753663003663004%
5,6,10,8.321550671550671%
5,6,11,8.752997002997008%
5,6,12,9.651404151404156%
5,6,13,8.733277833277837%
5,6,14,8.73939393939394%
5,6,15,8.391525141525143%
5,6,16,8.353085803085806%
5,6,17,8.414785214785217%
5,6,18,8.452769452769456%
5,6,19,8.153538128538132%
5,6,20,9.417499167499173%
6,6,1,7.356776556776555%
6,6,2,7.395304695304698%
6,6,3,9.466849816849814%
6,6,4,9.54487179487179%
6,6,5,8.950915750915748%
6,6,6,8.928205128205123%
6,6,7,8.696153846153848%
6,6,8,8.983150183150183%
6,6,9,8.10611055611055%
6,6,10,8.249633699633698%
6,6,11,7.970695970695971%
6,6,12,7.717948717948719%
6,6,13,7.665934065934064%
6,6,14,8.0487345987346%
6,6,15,8.04835164835165%
6,6,16,7.882001332001335%
6,6,17,8.063619713619715%
6,6,18,7.810206460206461%
6,6,19,8.132434232434234%
6,6,20,8.381884781884782%
7,6,1,8.225091575091573%
7,6,2,9.391641691641686%
7,6,3,9.279853479853477%
7,6,4,8.675274725274718%
7,6,5,8.878021978021975%
7,6,6,8.906227106227101%
7,6,7,8.73369963369963%
7,6,8,9.01080586080586%
7,6,9,8.725091575091575%
7,6,10,9.046520146520146%
7,6,11,8.457509157509154%
7,6,12,8.312820512820508%
7,6,13,8.1510989010989%
7,6,14,7.736630036630035%
7,6,15,7.945121545121545%
7,6,16,8.306776556776557%
7,6,17,8.259157509157513%
7,6,18,8.4985347985348%
7,6,19,8.90775890775891%
7,6,20,8.62888777888778%
8,6,1,8.36428571428571%
8,6,2,8.193589743589738%
8,6,3,8.230036630036626%
8,6,4,7.672161172161165%
8,6,5,8.379120879120874%
8,6,6,7.825274725274721%
8,6,7,8.368131868131867%
8,6,8,8.035531135531132%
8,6,9,8.531501831501826%
8,6,10,8.708424908424902%
8,6,11,8.3521978021978%
8,6,12,8.386080586080583%
8,6,13,8.303663003663%
8,6,14,8.360989010989007%
8,6,15,8.818131868131866%
8,6,16,8.494871794871795%
8,6,17,8.525091575091572%
8,6,18,8.265567765567765%
8,6,19,8.417649017649017%
8,6,20,8.846703296703295%
9,6,1,8.657142857142857%
9,6,2,7.968131868131865%
9,6,3,7.500732600732593%
9,6,4,7.443589743589736%
9,6,5,7.334798534798528%
9,6,6,7.4062271062270995%
9,6,7,7.591941391941386%
9,6,8,7.396703296703291%
9,6,9,7.6062271062271%
9,6,10,7.539560439560433%
9,6,11,7.66886446886446%
9,6,12,7.815750915750909%
9,6,13,7.5490842490842445%
9,6,14,7.836446886446882%
9,6,15,7.826923076923074%
9,6,16,7.615750915750911%
9,6,17,7.472161172161168%
9,6,18,7.953113553113549%
9,6,19,8.041208791208787%
9,6,20,8.021428571428567%
10,6,1,8.133333333333331%
10,6,2,7.819780219780216%
10,6,3,7.404761904761898%
10,6,4,7.291208791208784%
10,6,5,7.382417582417577%
10,6,6,7.377655677655672%
10,6,7,7.301465201465196%
10,6,8,7.357875457875452%
10,6,9,7.263369963369959%
10,6,10,7.510989010989005%
10,6,11,6.962637362637359%
10,6,12,7.315750915750908%
10,6,13,7.515750915750911%
10,6,14,6.998351648351643%
10,6,15,7.044322344322341%
10,6,16,7.234065934065934%
10,6,17,6.957875457875454%
10,6,18,7.095970695970689%
10,6,19,7.05384615384615%
10,6,20,7.172161172161168%
11,6,1,7.799999999999998%
11,6,2,7.676923076923073%
11,6,3,7.204761904761898%
11,6,4,7.276190476190469%
11,6,5,7.086446886446882%
11,6,6,7.153113553113546%
11,6,7,6.948351648351643%
11,6,8,7.086446886446883%
11,6,9,6.95311355311355%
11,6,10,6.948351648351644%
11,6,11,6.943589743589739%
11,6,12,6.957875457875453%
11,6,13,6.834798534798532%
11,6,14,7.0450549450549405%
11,6,15,6.676923076923076%
11,6,16,6.8245421245421225%
11,6,17,6.548351648351647%
11,6,18,6.6197802197802185%
11,6,19,6.891208791208786%
11,6,20,6.885714285714283%
12,6,1,7.999999999999997%
12,6,2,8.209523809523805%
12,6,3,6.999999999999995%
12,6,4,6.9333333333333265%
12,6,5,6.876190476190471%
12,6,6,6.8047619047619%
12,6,7,6.671428571428567%
12,6,8,6.8816849816849786%
12,6,9,6.804761904761899%
12,6,10,6.738095238095234%
12,6,11,6.804761904761901%
12,6,12,6.810256410256406%
