0a:50:33:aa:46:3a,0.0,-60
58:1a:5a:59:2b:18,0.002734,-59
64:4b:8c:65:0c:4b,0.13997,-69
64:4b:8c:65:0c:4b,5.102206,-71
0a:50:33:aa:46:3a,5.15782,-58
58:1a:5a:59:2b:18,5.164931,-67
0a:50:33:aa:46:3a,10.048197,-59
58:1a:5a:59:2b:18,10.050733,-59
64:4b:8c:65:0c:4b,10.071812,-69
58:1a:5a:59:2b:18,15.207413,-64
0a:50:33:aa:46:3a,15.213184,-59
64:4b:8c:65:0c:4b,15.303411,-69
71:85:35:3b:51:74,17.833793,-87
58:1a:5a:59:2b:18,20.101392,-60
0a:50:33:aa:46:3a,20.108278,-67
71:85:35:3b:51:74,20.123774,-82
64:4b:8c:65:0c:4b,20.242277,-70
61:3f:e1:c9:d2:2b,20.907948,-90
58:1a:5a:59:2b:18,25.253831,-59
0a:50:33:aa:46:3a,25.278184,-59
64:4b:8c:65:0c:4b,25.477314,-71
61:3f:e1:c9:d2:2b,27.304939,-88
71:85:35:3b:51:74,28.165683,-84
41:17:f1:79:cb:d0,30.020748,-71
58:1a:5a:59:2b:18,30.145272,-70
64:4b:8c:65:0c:4b,30.161139,-70
71:85:35:3b:51:74,30.161878,-80
41:17:f1:79:cb:d0,30.351989,-73
64:4b:8c:65:0c:4b,30.431452,-70
4b:8d:7e:ad:15:ce,31.11093,-90
0a:50:33:aa:46:3a,31.254646,-66
61:3f:e1:c9:d2:2b,33.29974,-89
41:17:f1:79:cb:d0,35.236959,-64
58:1a:5a:59:2b:18,35.307421,-57
64:4b:8c:65:0c:4b,35.384694,-72
61:3f:e1:c9:d2:2b,35.607283,-90
0a:50:33:aa:46:3a,35.607775,-57
71:85:35:3b:51:74,38.190935,-86
0a:50:33:aa:46:3a,40.229974,-74
64:4b:8c:65:0c:4b,40.305363,-72
58:1a:5a:59:2b:18,40.468686,-69
71:85:35:3b:51:74,40.669887,-86
41:17:f1:79:cb:d0,41.057285,-63
71:85:35:3b:51:74,41.211701,-75
41:17:f1:79:cb:d0,41.212187,-65
61:3f:e1:c9:d2:2b,42.113663,-85
64:4b:8c:65:0c:4b,45.252005,-67
41:17:f1:79:cb:d0,45.285495,-70
58:1a:5a:59:2b:18,45.363777,-59
0a:50:33:aa:46:3a,45.3961,-60
4b:8d:7e:ad:15:ce,46.337517,-91
61:3f:e1:c9:d2:2b,48.429035,-92
71:85:35:3b:51:74,49.969973,-82
58:1a:5a:59:2b:18,50.259237,-80
0a:50:33:aa:46:3a,50.286007,-76
41:17:f1:79:cb:d0,50.437534,-67
64:4b:8c:65:0c:4b,50.473708,-69
61:3f:e1:c9:d2:2b,51.187829,-88
4b:8d:7e:ad:15:ce,52.253142,-91
71:85:35:3b:51:74,52.536176,-75
41:17:f1:79:cb:d0,55.360125,-66
0a:50:33:aa:46:3a,55.360629,-58
58:1a:5a:59:2b:18,55.37255,-81
71:85:35:3b:51:74,55.40481,-77
41:17:f1:79:cb:d0,55.60223,-67
64:4b:8c:65:0c:4b,55.708619,-68
61:3f:e1:c9:d2:2b,55.886693,-88
64:4b:8c:65:0c:4b,60.372213,-69
41:17:f1:79:cb:d0,60.493586,-68
0a:50:33:aa:46:3a,60.534174,-80
58:1a:5a:59:2b:18,60.537792,-77
71:85:35:3b:51:74,61.658744,-93
61:3f:e1:c9:d2:2b,62.836716,-90
41:17:f1:79:cb:d0,65.397214,-62
0a:50:33:aa:46:3a,65.420587,-70
58:1a:5a:59:2b:18,65.423224,-70
64:4b:8c:65:0c:4b,65.617221,-74
4b:8d:7e:ad:15:ce,65.637203,-92
61:3f:e1:c9:d2:2b,65.776988,-90
71:85:35:3b:51:74,65.976807,-82
41:17:f1:79:cb:d0,70.574331,-62
0a:50:33:aa:46:3a,70.579765,-71
64:4b:8c:65:0c:4b,70.589507,-73
58:1a:5a:59:2b:18,70.594474,-72
71:85:35:3b:51:74,71.115495,-87
61:3f:e1:c9:d2:2b,71.820669,-88
0a:50:33:aa:46:3a,75.491876,-75
58:1a:5a:59:2b:18,75.494466,-74
64:4b:8c:65:0c:4b,75.533253,-70
71:85:35:3b:51:74,75.710482,-86
41:17:f1:79:cb:d0,76.821715,-61
61:3f:e1:c9:d2:2b,78.136746,-86
64:4b:8c:65:0c:4b,80.632628,-69
41:17:f1:79:cb:d0,80.633195,-62
