0	6.35001E-05
0	0.000127
0	0.0001905
0.01	0.000254001
0.01	0.000317501
0.01	0.000381001
0.01	0.000444501
0.01	0.000508001
0.01	0.000571501
0.01	0.000635001
0.01	0.000698501
0.01	0.000762002
0.01	0.000825502
0.01	0.000889002
0.01	0.000952502
0.01	0.001016002
0.01	0.001079502
0.01	0.001143002
0.02	0.001206502
0.02	0.001270003
0.02	0.001333503
0.02	0.001397003
0.02	0.001460503
0.02	0.001524003
0.02	0.001587503
0.02	0.001651003
0.02	0.001714503
0.02	0.001778004
0.02	0.001841504
0.03	0.001905004
0.03	0.001968504
0.03	0.002032004
0.03	0.002095504
0.03	0.002159004
0.03	0.002222504
0.03	0.002286005
0.03	0.002349505
0.03	0.002413005
0.03	0.002476505
0.03	0.002540005
0.03	0.002603505
0.03	0.002667005
0.03	0.002730505
0.03	0.002794006
0.03	0.002857506
0.03	0.002921006
0.03	0.002984506
0.04	0.003048006
0.04	0.003111506
0.04	0.003175006
0.04	0.003238506
0.04	0.003302007
0.04	0.003365507
0.04	0.003429007
0.04	0.003492507
0.04	0.003556007
0.04	0.003619507
0.05	0.003683007
0.05	0.003746507
0.05	0.003810008
0.05	0.003873508
0.05	0.003937008
0.05	0.004000508
0.05	0.004064008
0.05	0.004127508
0.05	0.004191008
0.05	0.004254509
0.05	0.004318009
0.05	0.004381509
0.05	0.004445009
0.05	0.004508509
0.06	0.004572009
0.06	0.004635509
0.06	0.004699009
0.06	0.00476251
0.06	0.00482601
0.06	0.00488951
0.06	0.00495301
0.06	0.00501651
0.06	0.00508001
0.06	0.00514351
0.06	0.00520701
0.06	0.005270511
0.06	0.005334011
0.06	0.005397511
0.06	0.005461011
0.06	0.005524511
0.06	0.005588011
0.06	0.005651511
0.06	0.005715011
0.07	0.005778512
0.07	0.005842012
0.07	0.005905512
0.07	0.005969012
0.07	0.006032512
0.07	0.006096012
0.07	0.006159512
0.07	0.006223012
0.07	0.006286513
0.07	0.006350013
0.07	0.006413513
0.07	0.006477013
0.07	0.006540513
0.07	0.006604013
0.07	0.006667513
0.07	0.006731013
0.07	0.006794514
0.07	0.006858014
0.08	0.006921514
0.08	0.006985014
0.08	0.007048514
0.08	0.007112014
0.08	0.007175514
0.08	0.007239014
0.08	0.007302515
0.08	0.007366015
0.08	0.007429515
0.08	0.007493015
0.08	0.007556515
0.08	0.007620015
0.08	0.007683515
0.08	0.007747015
0.09	0.007810516
0.09	0.007874016
0.09	0.007937516
0.09	0.008001016
0.09	0.008064516
0.09	0.008128016
0.09	0.008191516
0.09	0.008255017
0.09	0.008318517
0.09	0.008382017
0.09	0.008445517
0.09	0.008509017
0.09	0.008572517
0.09	0.008636017
0.09	0.008699517
0.09	0.008763018
0.1	0.008826518
0.1	0.008890018
0.1	0.008953518
0.1	0.009017018
0.1	0.009080518
0.1	0.009144018
0.1	0.009207518
0.1	0.009271019
0.1	0.009334519
0.1	0.009398019
0.1	0.009461519
0.1	0.009525019
0.1	0.009588519
0.1	0.009652019
0.1	0.009715519
0.1	0.00977902
0.1	0.00984252
0.1	0.00990602
0.1	0.00996952
0.1	0.01003302
0.11	0.01009652
0.11	0.01016002
0.11	0.01022352
0.11	0.010287021
0.11	0.010350521
0.11	0.010414021
0.11	0.010477521
0.11	0.010541021
0.11	0.010604521
0.11	0.010668021
0.11	0.010731521
0.11	0.010795022
0.11	0.010858522
0.11	0.010922022
0.11	0.010985522
0.11	0.011049022
0.11	0.011112522
0.11	0.011176022
0.11	0.011239522
0.11	0.011303023
0.11	0.011366523
0.11	0.011430023
0.11	0.011493523
0.11	0.011557023
0.11	0.011620523
0.11	0.011684023
0.11	0.011747523
0.11	0.011811024
0.11	0.011874524
0.12	0.011938024
0.12	0.012001524
0.12	0.012065024
0.12	0.012128524
0.12	0.012192024
0.12	0.012255525
0.12	0.012319025
0.12	0.012382525
0.12	0.012446025
0.12	0.012509525
0.12	0.012573025
0.12	0.012636525
0.12	0.012700025
0.12	0.012763526
0.12	0.012827026
0.12	0.012890526
0.12	0.012954026
0.12	0.013017526
0.12	0.013081026
0.12	0.013144526
0.12	0.013208026
0.12	0.013271527
0.12	0.013335027
0.13	0.013398527
0.13	0.013462027
0.13	0.013525527
