0	0.013333333
0	0.026666667
0.73	0.04
1.27	0.053333333
1.77	0.066666667
	0.08
2.1	0.093333333
2.44	0.106666667
2.59	0.12
2.78	0.133333333
2.97	0.146666667
2.98	0.16
3.04	0.173333333
3.16	0.186666667
3.17	0.2
3.28	0.213333333
3.47	0.226666667
3.55	0.24
3.61	0.253333333
3.69	0.266666667
3.71	0.28
3.73	0.293333333
3.75	0.306666667
3.83	0.32
3.88	0.333333333
3.93	0.346666667
3.98	0.36
4	0.373333333
4.05	0.386666667
4.06	0.4
4.1	0.413333333
4.1	0.426666667
4.13	0.44
4.21	0.453333333
4.77	0.466666667
4.79	0.48
4.8	0.493333333
4.85	0.506666667
4.93	0.52
4.93	0.533333333
4.94	0.546666667
4.97	0.56
5	0.573333333
5.08	0.586666667
5.09	0.6
5.25	0.613333333
5.36	0.626666667
5.43	0.64
5.43	0.653333333
5.7	0.666666667
5.74	0.68
5.88	0.693333333
6.11	0.706666667
6.31	0.72
6.32	0.733333333
6.45	0.746666667
6.47	0.76
6.47	0.773333333
6.47	0.786666667
6.61	0.8
6.64	0.813333333
6.65	0.826666667
6.69	0.84
6.75	0.853333333
6.9	0.866666667
6.93	0.88
6.95	0.893333333
7.35	0.906666667
7.5	0.92
7.57	0.933333333
7.59	0.946666667
7.81	0.96
7.86	0.973333333
7.97	0.986666667
8.36	1
