,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
4,4.80%,4.80%,4.65%,4.55%,4.50%,4.40%,4.40%,4.25%,4.20%,4.05%,3.90%,3.85%,3.80%,3.75%,3.75%,3.75%,3.75%,3.65%,3.60%,3.60%
5,14.40%,14.30%,18.30%,17.90%,17.65%,17.50%,17.15%,16.85%,16.70%,16.35%,16.10%,15.90%,15.80%,15.60%,15.60%,15.50%,15.45%,15.30%,15.30%,15.25%
6,24.25%,23.70%,27.40%,26.95%,26.40%,25.95%,25.60%,25.25%,24.85%,24.45%,24.10%,23.85%,23.70%,23.50%,23.30%,23.25%,23.15%,23.00%,22.90%,22.85%
7,57.50%,56.05%,59.35%,58.15%,57.00%,55.60%,54.15%,53.15%,52.00%,50.40%,49.45%,48.90%,48.55%,48.15%,47.70%,47.35%,47.00%,46.35%,46.10%,46.00%
8,86.05%,83.00%,84.70%,82.50%,80.35%,78.85%,76.15%,74.35%,72.75%,70.90%,69.60%,68.90%,68.20%,67.60%,66.90%,66.55%,66.05%,65.50%,65.20%,64.70%
9,91.05%,88.05%,89.75%,87.50%,85.35%,83.80%,81.25%,79.20%,77.60%,75.55%,74.45%,73.50%,72.90%,72.05%,71.35%,70.85%,70.00%,69.45%,69.10%,68.65%
10,90.90%,88.20%,89.85%,87.55%,85.50%,83.90%,81.70%,79.60%,77.80%,75.75%,74.60%,73.75%,73.10%,72.35%,71.60%,71.10%,70.50%,69.90%,69.50%,69.15%
11,90.90%,88.40%,89.90%,87.55%,85.50%,83.90%,81.80%,80.10%,78.00%,75.95%,74.80%,73.95%,73.35%,72.65%,71.75%,71.40%,70.65%,70.15%,69.90%,69.60%
12,90.90%,88.35%,90.00%,87.65%,85.55%,84.00%,81.85%,80.15%,78.50%,76.10%,75.00%,74.10%,73.50%,72.80%,72.10%,71.55%,70.95%,70.40%,70.10%,69.85%
13,90.85%,88.45%,90.00%,87.65%,85.60%,84.00%,81.85%,80.20%,78.65%,76.40%,75.10%,74.25%,73.65%,72.90%,72.25%,71.80%,71.10%,70.55%,70.35%,69.95%
14,90.75%,88.35%,89.90%,87.80%,85.60%,84.05%,81.95%,80.25%,78.70%,76.80%,75.40%,74.35%,73.80%,73.05%,72.30%,71.90%,71.30%,70.75%,70.45%,70.20%
15,90.70%,88.40%,90.05%,87.90%,85.70%,84.10%,81.95%,80.30%,78.80%,76.85%,75.75%,74.65%,73.85%,73.20%,72.45%,71.95%,71.40%,70.90%,70.70%,70.35%
16,90.65%,88.45%,90.25%,87.90%,85.70%,84.10%,82.00%,80.35%,78.80%,76.90%,75.80%,74.95%,74.20%,73.25%,72.55%,72.10%,71.45%,71.00%,70.80%,70.60%
17,90.60%,88.40%,90.20%,87.85%,85.75%,84.10%,82.05%,80.35%,78.85%,76.95%,75.85%,75.05%,74.30%,73.40%,72.65%,72.20%,71.60%,71.10%,70.90%,70.65%
18,90.60%,88.40%,90.10%,87.85%,85.85%,84.20%,82.05%,80.35%,78.90%,76.95%,75.90%,75.10%,74.60%,73.60%,72.80%,72.30%,71.70%,71.20%,71.00%,70.70%
19,90.60%,88.40%,90.15%,87.80%,85.95%,84.20%,82.05%,80.40%,78.90%,77.05%,75.95%,75.15%,74.60%,73.85%,72.95%,72.40%,71.80%,71.30%,71.10%,70.85%
20,90.60%,88.40%,90.05%,87.90%,85.95%,84.25%,82.10%,80.45%,78.90%,77.05%,75.95%,75.20%,74.65%,73.95%,73.20%,72.60%,71.90%,71.40%,71.20%,70.90%
