,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
4,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%,4.40%
5,14.00%,14.00%,19.40%,19.40%,19.40%,19.40%,19.20%,19.20%,19.20%,19.20%,19.00%,19.00%,18.80%,18.80%,18.80%,18.80%,18.80%,18.80%,18.80%,18.80%
6,24.60%,24.60%,30.00%,30.00%,30.00%,30.00%,30.00%,30.00%,29.80%,29.80%,29.60%,29.60%,29.40%,29.40%,29.40%,29.40%,29.40%,29.40%,29.40%,29.40%
7,58.60%,58.40%,63.60%,63.60%,63.40%,63.40%,63.40%,63.20%,63.20%,63.00%,62.80%,62.60%,62.40%,62.40%,62.40%,62.00%,62.00%,62.00%,62.00%,62.00%
8,88.20%,87.80%,93.00%,92.80%,92.40%,91.80%,91.60%,91.40%,91.40%,91.40%,91.00%,90.80%,90.40%,90.20%,90.20%,89.80%,89.80%,89.80%,89.60%,89.60%
9,93.60%,93.20%,98.20%,98.00%,97.60%,97.20%,96.80%,96.60%,96.60%,96.60%,96.40%,96.20%,95.60%,95.40%,95.40%,95.00%,95.00%,95.00%,95.00%,95.00%
10,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.00%,96.60%,96.60%,96.60%,96.40%,96.20%,95.80%,95.40%,95.40%,95.00%,95.00%,95.00%,95.00%,95.00%
11,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,96.60%,96.60%,96.60%,96.40%,96.20%,95.80%,95.60%,95.40%,95.00%,95.00%,95.00%,95.00%,95.00%
12,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,96.80%,96.60%,96.60%,96.40%,96.20%,95.80%,95.60%,95.60%,95.20%,95.00%,95.00%,95.00%,95.00%
13,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,97.00%,96.80%,96.60%,96.40%,96.20%,95.80%,95.60%,95.60%,95.20%,95.20%,95.00%,95.00%,95.00%
14,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,97.00%,96.80%,96.60%,96.40%,96.20%,95.80%,95.60%,95.60%,95.20%,95.20%,95.20%,95.00%,95.00%
15,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,97.00%,97.00%,96.80%,96.40%,96.20%,95.80%,95.60%,95.60%,95.20%,95.20%,95.20%,95.20%,95.20%
16,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,97.00%,97.00%,97.00%,96.60%,96.20%,95.80%,95.60%,95.60%,95.20%,95.20%,95.20%,95.20%,95.20%
17,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,97.00%,97.00%,97.00%,96.60%,96.20%,95.80%,95.60%,95.60%,95.20%,95.20%,95.20%,95.20%,95.20%
18,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,97.00%,97.00%,97.00%,96.80%,96.40%,95.80%,95.60%,95.60%,95.20%,95.20%,95.20%,95.20%,95.20%
19,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,97.00%,97.00%,97.00%,96.80%,96.60%,96.00%,95.60%,95.60%,95.20%,95.20%,95.20%,95.20%,95.20%
20,93.60%,93.20%,98.20%,98.00%,97.60%,97.40%,97.20%,97.00%,97.00%,97.00%,96.80%,96.60%,96.00%,95.80%,95.60%,95.20%,95.20%,95.20%,95.20%,95.20%
