,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
3,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
4,5.00%,5.00%,4.87%,4.80%,4.80%,4.73%,4.73%,4.53%,4.53%,4.53%,4.40%,4.40%,4.33%,4.33%,4.33%,4.33%,4.33%,4.33%,4.33%,4.33%
5,14.80%,14.60%,18.07%,17.87%,17.87%,17.73%,17.60%,17.27%,17.13%,17.13%,16.93%,16.73%,16.67%,16.53%,16.53%,16.40%,16.40%,16.40%,16.40%,16.40%
6,24.53%,24.00%,27.40%,26.93%,26.80%,26.60%,26.47%,26.07%,25.87%,25.67%,25.27%,25.00%,24.93%,24.80%,24.80%,24.73%,24.73%,24.73%,24.60%,24.60%
7,58.27%,57.27%,59.67%,59.13%,57.87%,57.20%,56.53%,55.20%,54.00%,53.07%,52.67%,51.80%,51.33%,50.93%,50.60%,50.33%,50.07%,49.87%,49.80%,49.73%
8,88.07%,85.87%,87.67%,86.60%,84.53%,82.93%,81.60%,79.80%,78.00%,76.93%,76.27%,75.60%,74.73%,73.67%,73.33%,72.73%,72.33%,72.00%,72.00%,71.87%
9,93.00%,90.87%,92.60%,91.67%,89.73%,87.80%,86.47%,84.47%,82.87%,81.60%,81.20%,80.47%,79.47%,79.00%,78.00%,77.13%,76.67%,76.20%,76.13%,75.87%
10,93.00%,90.80%,92.73%,91.67%,89.73%,88.07%,86.67%,84.73%,82.93%,81.87%,81.27%,80.67%,79.93%,79.20%,78.60%,77.87%,77.00%,76.47%,76.40%,76.20%
11,93.00%,90.87%,92.80%,91.73%,89.80%,88.13%,86.87%,84.93%,83.13%,81.87%,81.53%,80.80%,80.07%,79.60%,78.80%,78.13%,77.73%,77.13%,76.53%,76.40%
12,93.00%,90.93%,92.93%,91.73%,89.80%,88.13%,87.07%,85.00%,83.33%,82.00%,81.53%,81.00%,80.20%,79.80%,79.07%,78.47%,77.80%,77.53%,77.33%,76.93%
13,92.93%,91.00%,92.93%,91.80%,89.87%,88.20%,87.07%,85.13%,83.40%,82.13%,81.67%,81.00%,80.33%,79.87%,79.20%,78.67%,78.20%,77.67%,77.53%,77.47%
14,92.93%,91.07%,92.87%,91.87%,89.87%,88.20%,87.07%,85.33%,83.60%,82.27%,81.80%,81.07%,80.40%,80.00%,79.27%,78.73%,78.33%,77.93%,77.80%,77.53%
15,92.87%,91.00%,92.87%,91.93%,89.87%,88.20%,87.13%,85.33%,83.73%,82.33%,81.93%,81.27%,80.40%,80.07%,79.47%,78.80%,78.40%,78.07%,77.93%,77.87%
16,92.87%,91.00%,92.93%,92.00%,89.93%,88.27%,87.13%,85.33%,83.80%,82.47%,81.93%,81.33%,80.67%,80.07%,79.47%,79.00%,78.47%,78.13%,78.07%,78.00%
17,92.87%,91.00%,92.87%,92.07%,90.00%,88.27%,87.13%,85.40%,83.80%,82.60%,82.07%,81.40%,80.67%,80.20%,79.47%,79.00%,78.60%,78.27%,78.13%,78.07%
18,92.87%,91.00%,92.80%,92.07%,90.00%,88.27%,87.20%,85.40%,83.80%,82.67%,82.13%,81.47%,80.80%,80.33%,79.60%,79.00%,78.67%,78.33%,78.27%,78.13%
19,92.80%,91.00%,92.80%,92.00%,90.07%,88.33%,87.20%,85.40%,83.80%,82.67%,82.33%,81.60%,80.80%,80.40%,79.73%,79.07%,78.67%,78.40%,78.33%,78.27%
20,92.80%,91.00%,92.93%,92.00%,90.13%,88.33%,87.20%,85.40%,83.87%,82.67%,82.33%,81.73%,80.93%,80.47%,79.80%,79.27%,78.73%,78.40%,78.40%,78.33%
