,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,91.5%,88.7%,85.55%,83.0%,80.7%,78.22857142857143%,76.02857142857142%,75.56190476190477%,73.74047619047619%,72.71904761904761%,71.31904761904761%,70.26904761904761%,69.57619047619048%,69.27619047619048%,68.52619047619048%,67.62857142857143%,67.03571428571429%,66.78571428571429%,66.78571428571429%,66.40476190476191%
2,91.66212121212122%,87.60061327561323%,84.4764069264069%,82.03946608946607%,78.82743367743365%,76.14050394050392%,73.92963980463976%,72.52097624597623%,70.64839327339327%,69.42378454878454%,68.02581585081585%,67.15601065601066%,66.2347454832749%,65.3597454832749%,64.82064014416954%,64.24942802295743%,63.70525552878494%,63.40036042388982%,63.238239211768615%,62.957503281032686%
3,93.060990806579%,89.86486702152335%,87.63888039205372%,85.03893104659358%,81.69247640044853%,78.86884001487243%,76.9379665724581%,75.58009819097046%,73.75505977901524%,72.22391307577607%,70.85441093813115%,69.8977354442114%,69.0655362786427%,68.29435188620411%,67.6925801711705%,66.87132937895625%,66.43751278716348%,66.10650005593335%,66.0338810083143%,65.81632539889334%
4,96.8597487469798%,94.92841911379317%,93.83617702824887%,92.47881546441957%,90.91872409120435%,89.63061073667153%,88.66495278277885%,87.76609580527801%,86.62128571405319%,85.48518133808689%,84.46288198177912%,84.01081129161606%,83.23996480204468%,82.65950553418749%,82.2536965746207%,81.77119442123995%,81.377407509155%,80.98023365672765%,80.91463157481779%,80.82137841625332%
5,97.21452206309263%,95.6375766190179%,94.62974475562498%,93.77196446521843%,92.5670068117388%,91.68067050834989%,90.81339928690427%,90.08229624257656%,89.16849022586415%,88.199230045319%,87.30479517947744%,86.86237073039614%,86.30822844758735%,85.85354616843034%,85.58711286002652%,85.20822406140958%,84.77783441062529%,84.42908651072813%,84.32150597261534%,84.24066965450653%
6,97.56778745531238%,95.89821071296761%,94.92659388677413%,94.19537241396048%,93.14565854942529%,92.18286957186112%,91.45038939862894%,90.60366178571635%,89.79991290446718%,88.94720280451833%,88.13513204175565%,87.56880512075071%,87.04801943081779%,86.59189427347278%,86.10233460319049%,85.77464350026789%,85.30801416211033%,85.05620800911021%,84.93474977185203%,84.83622544838363%
7,97.82200178570788%,96.46010278264328%,95.52818948060298%,94.91596718363617%,93.91101266617116%,93.06701676252862%,92.31249633436249%,91.60523127664784%,90.79325702700518%,89.9639489482749%,89.29323365488824%,88.85422655101938%,88.2976859509747%,87.89929327840561%,87.49272583622432%,87.20413444899265%,86.66179764914845%,86.43861728204435%,86.29128448791579%,86.22356987299202%
8,98.00830405295466%,96.50796142008028%,95.51296141481107%,94.82064116514088%,93.78038622430928%,92.94739152589987%,92.21138555256634%,91.41077872863553%,90.51771668364512%,89.74356967250168%,89.07168577649173%,88.69167659484154%,88.0517056514208%,87.72923123909662%,87.33626259507243%,87.01162068049499%,86.53818560088479%,86.30319374171302%,86.15982860531145%,86.0001688905625%
9,97.97410578100248%,96.542407575888%,95.54703477206061%,94.88684215522856%,93.82805844730753%,92.99284744794002%,92.19967124939731%,91.34648662819453%,90.42611577951816%,89.6840991550823%,88.97607167669143%,88.60027494930716%,87.99405877438436%,87.67824012452996%,87.32829641942837%,87.03654859514104%,86.47128636976801%,86.14280642446492%,86.09094742260905%,85.9516343788797%
10,97.94402208898481%,96.48978151001003%,95.49938935734676%,94.75609141108752%,93.74498097136197%,92.89370721618175%,92.09370268530284%,91.19314620332653%,90.25898831241325%,89.49276049880538%,88.8387078036185%,88.47864879906287%,87.88043198357305%,87.57119358717515%,87.20455613515043%,86.94999426120188%,86.41442600410106%,86.1070240299234%,85.98646544491052%,85.8249445945622%
11,97.90675134363107%,96.4243430153774%,95.4102446227628%,94.65040726812047%,93.65275132177906%,92.81223607063325%,91.97446828291511%,91.06662834173382%,90.02571794574918%,89.25122375029267%,88.48993825849233%,88.08152153015023%,87.53755986296952%,87.18605168235374%,86.79335323783963%,86.53869260926822%,85.98553244805348%,85.69822578152784%,85.615412703231%,85.49217369540247%
12,97.84731111944353%,96.38643199448545%,95.34302396612226%,94.55149537880165%,93.48823482930109%,92.64047280497547%,91.80002443934929%,90.753443833766%,89.6181498226826%,88.86764195276895%,88.13738493131858%,87.72022053667689%,87.17110726851602%,86.82033015641133%,86.43481861168713%,86.15890221059978%,85.60504207488039%,85.33986534320802%,85.24870537651013%,85.14553279124101%
13,97.69542639590237%,96.09069881771677%,95.00117653726416%,94.18390790390356%,93.05081520579436%,92.15799580073119%,91.31394435135334%,90.21819848656106%,89.06655709610148%,88.30321586325482%,87.56592355242682%,87.149650790772%,86.59779623003422%,86.24629625124854%,85.84784135751372%,85.55486219030419%,85.01880119002159%,84.71576068646826%,84.62783693788214%,84.52021431181663%
14,97.69238154144152%,96.03466757151148%,94.9409892953189%,94.14210527472038%,92.98619508466068%,92.0654879349222%,91.22783501095115%,90.02221833045436%,88.84496402758428%,88.02769423214585%,87.20878926889026%,86.76781877817467%,86.22552642005843%,85.84111356734344%,85.46143526465599%,85.18555425851451%,84.68885083458912%,84.36569777326304%,84.28915355652208%,84.17486086864272%
15,97.60218348061457%,95.91851598636731%,94.84077990243472%,94.00450058957604%,92.83536749104368%,91.89918504549634%,90.96705357738942%,89.78381304964277%,88.60457093953681%,87.78226569671304%,86.89342125954177%,86.46346450953006%,85.90396875370868%,85.54270076025769%,85.14845443913394%,84.8739676316%,84.38639228556954%,84.08094646054523%,83.9848140587295%,83.87281532051378%
16,97.56443725482217%,95.89203641924378%,94.78985052123737%,93.93412914436414%,92.68473787932793%,91.7466610926365%,90.68533600629347%,89.4611303987696%,88.25522768785245%,87.38520007850568%,86.49863350679315%,86.05377477803079%,85.52774327317546%,85.15693033641145%,84.75245722891741%,84.48290590435789%,83.9977737716451%,83.68026445586544%,83.61056119781192%,83.49366643504807%
17,97.53215086188575%,95.81251224671215%,94.70093490078669%,93.88300286373648%,92.57326714702295%,91.6433075789384%,90.46996634141138%,89.1794018177146%,87.96138069417174%,87.08348721418719%,86.29293376465789%,85.7935210215052%,85.26792922368408%,84.91873441704877%,84.50834635254876%,84.23301797573748%,83.71026336534993%,83.32406462956193%,83.2470669721856%,83.15143544339668%
18,97.47309191188486%,95.75130669367257%,94.61570415102051%,93.76961684277265%,92.45548666467187%,91.51745629445537%,90.30307375672665%,88.98690990986887%,87.71039782260327%,86.80302486494786%,85.98987783325778%,85.5333535443941%,84.93345540040701%,84.54370017608692%,84.1683539236974%,83.8980528249916%,83.38042839405529%,82.99641944220706%,82.90571603197614%,82.81457971335827%
19,97.3888495232981%,95.58237522580643%,94.45114166690387%,93.5477930508817%,92.18669089832301%,91.20656558760385%,89.91902440790804%,88.56191664760203%,87.24691216830685%,86.2757847764976%,85.47679492888105%,85.02644791740471%,84.38610434821058%,83.96942074481115%,83.65021065387005%,83.41555681486506%,82.91263051174246%,82.53315889267074%,82.44321867338141%,82.32641508371366%
20,97.32830410186286%,95.4909024305467%,94.37060386061896%,93.41253879444767%,91.99519053407352%,90.99837751489105%,89.69829578741636%,88.3233786229685%,87.0318240379866%,86.06383810740164%,85.25481646182932%,84.77115732250866%,84.17251380941077%,83.73588677765099%,83.40172832080849%,83.13817994615285%,82.60499341949559%,82.22402000693633%,82.1341543905785%,82.05378124197176%
