,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
2,97.85%,96.11666666666667%,95.33333333333334%,94.83333333333334%,91.66666666666666%,91.66666666666666%,90.38333333333334%,88.35%,86.85%,86.41666666666666%,85.85476190476192%,85.85476190476192%,85.33809523809525%,85.26666666666667%,84.85%,84.45%,84.03333333333335%,84.03333333333335%,84.03333333333335%,83.7%
3,98.13492063492062%,97.01984126984125%,96.12142857142855%,95.81190476190476%,93.70793650793648%,92.95238095238093%,91.74595959595959%,90.11580086580086%,89.26450216450216%,88.20339105339104%,87.66878676878676%,87.66878676878676%,87.33148518148516%,87.1987012987013%,86.87965367965367%,86.65743145743147%,86.29632034632033%,86.03225108225107%,86.03225108225107%,85.90725108225107%
4,98.85320064651401%,98.11804131872576%,97.44179236643964%,97.28318252662271%,95.96275534345132%,95.56972566781295%,94.82364457138105%,94.39136119029689%,93.82766306758933%,93.24211716629753%,92.82793399206862%,92.80084039600952%,92.65341874358786%,92.58995313512224%,92.43957903811501%,92.26553909955895%,92.00777931548339%,91.75152931548338%,91.6874299366014%,91.63187438104583%
5,98.98827259180202%,98.2376178590405%,98.09573106942291%,97.7827804543943%,96.66082218468223%,96.27847419449408%,95.5035919790046%,94.94426590761135%,94.50215827819156%,94.14743671746051%,93.73334405171164%,93.65958899130321%,93.58138392452304%,93.44168766723455%,93.31002928041633%,93.21695579744802%,93.04154036360268%,92.70961220360442%,92.7064070753993%,92.68067178128166%
6,99.29924238590955%,98.60461372767098%,98.37088673960824%,98.174608962799%,97.18859269468254%,96.862886507412%,95.94543687450779%,95.34750524951349%,94.94214316764018%,94.60111012890283%,94.35297752264199%,94.18317934329451%,94.10312932577162%,94.01217132440962%,93.93072342517678%,93.86140463835721%,93.6630764176447%,93.39020958425881%,93.36384745872479%,93.3568670497006%
7,99.34195591185672%,98.81231235832328%,98.63702263459159%,98.41093438326472%,97.70984158762077%,97.37883406155316%,96.72541960564553%,96.15642790878785%,95.8783164696285%,95.48999563179396%,95.29207975814793%,95.12389172795858%,95.08055372978022%,94.9480669125056%,94.89574418845977%,94.8180701956803%,94.60158313444902%,94.42695452014128%,94.4154994522207%,94.38722895602181%
8,99.33924435986025%,98.76119285052198%,98.56253488559973%,98.36314146692753%,97.7336076006627%,97.46832191212383%,96.84920162441084%,96.34125621690387%,95.99919617392631%,95.7285330500185%,95.46540566494629%,95.27994301878488%,95.07424152021945%,94.92477156845541%,94.86495946561938%,94.82418546691476%,94.62853306300289%,94.45357181380345%,94.45325622364986%,94.42795669573285%
9,99.30464368539435%,98.74065152172415%,98.57018911018325%,98.35625189213323%,97.74903818188216%,97.45724043909513%,96.89042361123589%,96.36147879185195%,96.08042586552143%,95.76789884616728%,95.57089761455434%,95.39218541517977%,95.17155809909075%,95.02167775311375%,94.9061559585978%,94.86294910425262%,94.68080498859854%,94.44889852397347%,94.44041484699754%,94.41207491927337%
10,99.30530125567216%,98.75288063924182%,98.53444323223712%,98.29465360585813%,97.68154203026934%,97.40341334765085%,96.79704520845743%,96.2641298171484%,95.959849287126%,95.70244031544603%,95.46642880019803%,95.30136887250256%,95.11253827198885%,94.92917069332849%,94.80977997020418%,94.78579498611558%,94.57562400419523%,94.35147155438291%,94.35113938422307%,94.34249411697846%
11,99.28820835173343%,98.74549647316717%,98.52669612269088%,98.27777328695338%,97.61137256646334%,97.31621193025278%,96.7088749662879%,96.2010225030914%,95.84775757763575%,95.58489953412281%,95.38854810820983%,95.20828226198715%,94.97764840495367%,94.83304590416421%,94.63460083711722%,94.57854419032415%,94.39490758270087%,94.1240876591277%,94.1240876591277%,94.1246813226427%
12,99.19784731550172%,98.65801171823016%,98.44036521390771%,98.21378230008374%,97.5092324505429%,97.18330509349775%,96.58302880822677%,96.00106940479719%,95.69692682788646%,95.41344681630024%,95.21481511237366%,95.07432116706373%,94.7907952195426%,94.54535767442974%,94.40711176730362%,94.35492053237788%,94.10389909664043%,93.83941737301906%,93.84653711411939%,93.82934385868671%
13,99.19795470381789%,98.64825376486826%,98.3866702162738%,98.16046437635629%,97.4059049986904%,97.07233860038215%,96.47427882524963%,95.82096072731508%,95.50114517222075%,95.24381977571257%,95.01415085487561%,94.86499510571586%,94.53842538642233%,94.29781851507137%,94.12676580319874%,94.06940668883175%,93.74791702956053%,93.42958445878692%,93.39547946215767%,93.40408086766101%
14,99.19795470381789%,98.63874226000792%,98.38863614025806%,98.17218425799838%,97.42091804124406%,97.05879066938836%,96.3936981854863%,95.66946127281736%,95.33127057094823%,95.05982039237237%,94.81360715165532%,94.67425808822344%,94.35231739279676%,94.14154898431764%,93.97750046416732%,93.87857323102654%,93.57532037231589%,93.28624984478047%,93.2506376651534%,93.1909651021448%
15,99.15452036038354%,98.49320577653403%,98.23679586806671%,97.96943377961928%,97.18630216805839%,96.83928315259783%,96.1381331439836%,95.43155677488487%,95.07973891877202%,94.79771745415945%,94.59452801929181%,94.43924124871707%,94.11701673075073%,93.84662457604497%,93.71325870221285%,93.61232490949438%,93.28048604588543%,93.00092174550008%,92.99943365026196%,92.9520514776953%
16,99.1058720444256%,98.45579341563229%,98.21484470696129%,97.92132973071507%,97.10727028410264%,96.76104529587879%,96.04605331534464%,95.25156311869846%,94.90567588656542%,94.63649552314013%,94.42388315530796%,94.28757935237752%,93.95838511390113%,93.6804298475989%,93.540926721008%,93.47725669185601%,93.13199700365496%,92.82410104626483%,92.82476417623829%,92.80396911967773%
17,99.01391802143709%,98.25592673375482%,97.99573299773692%,97.71583698290716%,96.90174716442704%,96.57648564765631%,95.80476783326405%,94.95191411229438%,94.60940891316224%,94.34270625625985%,94.1283613226334%,93.95548411698586%,93.6301842299493%,93.34953549905863%,93.21003237246772%,93.14815928850894%,92.82339986421346%,92.50676502240874%,92.49210872023068%,92.45612758610397%
18,99.02665145897083%,98.2116435230524%,97.95165089921178%,97.67172379502321%,96.8690600638425%,96.47794638551359%,95.71765653377064%,94.84076525530855%,94.46965725966571%,94.20557667717772%,93.98400905960058%,93.79823642960964%,93.50224708785655%,93.21662510621516%,93.04682225613189%,92.97810967579785%,92.6038925828364%,92.32347543722207%,92.31283713934974%,92.24511824988043%
19,98.97490924497144%,98.1650819300405%,97.90769583034621%,97.62996320029698%,96.82875521156275%,96.43187718868072%,95.68315823189883%,94.80685787070304%,94.38387089934002%,94.1205593257918%,93.9005554422726%,93.72286007740401%,93.41223066855255%,93.1543023696678%,92.97675270317423%,92.91075102714733%,92.5306812165397%,92.25035420112904%,92.24014997813464%,92.21275059842888%
20,98.90775050292643%,98.10246540327225%,97.84974195307787%,97.51184613482779%,96.71058388248693%,96.30878107767865%,95.57734710968772%,94.6962166099448%,94.27580321030042%,94.0145250315751%,93.79630414378146%,93.61852582040507%,93.27983616827106%,93.0161378369206%,92.85805830521954%,92.77999751349626%,92.39455580084854%,92.11006945532283%,92.11049462539086%,92.08261458766621%
