address,time,rssi
7f:7e:bb:a3:09:30,0.12772499999846332,-93
7f:7e:bb:a3:09:30,1.8439780000044266,-87
7f:7e:bb:a3:09:30,2.130279999997583,-82
7f:7e:bb:a3:09:30,3.9214590000046883,-91
7f:7e:bb:a3:09:30,4.132635999994818,-83
7f:7e:bb:a3:09:30,5.27894699999888,-81
7f:7e:bb:a3:09:30,6.133906000002753,-78
7f:7e:bb:a3:09:30,7.854124000004958,-71
7f:7e:bb:a3:09:30,8.13775799999712,-79
7f:7e:bb:a3:09:30,8.987789999999222,-79
7f:7e:bb:a3:09:30,9.270170000003418,-78
7f:7e:bb:a3:09:30,10.714047999994364,-76
7f:7e:bb:a3:09:30,11.579822999992757,-70
7f:7e:bb:a3:09:30,12.436910999997053,-71
7f:7e:bb:a3:09:30,13.292893000005279,-67
7f:7e:bb:a3:09:30,14.428067000000738,-71
7f:7e:bb:a3:09:30,15.567410000003292,-67
7f:7e:bb:a3:09:30,15.851605000003474,-71
7f:7e:bb:a3:09:30,16.707794999994803,-77
7f:7e:bb:a3:09:30,17.568641999998363,-76
7f:7e:bb:a3:09:30,18.714045000000624,-84
7f:7e:bb:a3:09:30,19.86860099999467,-79
7f:7e:bb:a3:09:30,20.726651000004495,-76
7f:7e:bb:a3:09:30,21.00530200000503,-85
7f:7e:bb:a3:09:30,21.57667300000321,-83
7f:7e:bb:a3:09:30,21.864543999996386,-92
7f:7e:bb:a3:09:30,22.73289400000067,-92
7f:7e:bb:a3:09:30,23.301993000000948,-88
7f:7e:bb:a3:09:30,23.87431299999298,-80
7f:7e:bb:a3:09:30,25.02300600000308,-92
7f:7e:bb:a3:09:30,25.595713000002434,-89
7f:7e:bb:a3:09:30,27.303006000001915,-80
7f:7e:bb:a3:09:30,28.163016999998945,-88
7f:7e:bb:a3:09:30,29.03146499999275,-84
7f:7e:bb:a3:09:30,29.89671200000157,-95
7f:7e:bb:a3:09:30,30.75919100000465,-92
