address11 address11_2 4.24792131631466
address4 address4_2 11.000112390592179
address8 address8_2 4.558661910507293
address10 address10_2 6.567484960722055
address2 address2_2 3.5378972934004835
address16 address16_2 15.070188348019531
address9 address9_2 14.429944604829501
address19 address19_2 7.421070118319085
address17 address17_2 13.217913197356552
address14 address14_2 7.024091312379795
address2 address2_2 19.84971105169297
address16 address16_2 6.12038249242395
address8 address8_2 5.718732233921093
address7 address7_2 11.886453744285049
address11 address11_2 6.3911063052535395
address4 address4_2 5.477585466031672
address18 address18_2 7.1654931915403495
address10 address10_2 3.6272937655079716
address15 address15_2 6.535187298482977
address12 address12_2 5.8319780721050165
address5 address5_2 5.448262209188801
address1 address1_2 4.806470998532977
address11 address11_2 8.439241897471325
address9 address9_2 14.429944604829503
address16 address16_2 17.505269631473396
address2 address2_2 19.849711051693006
address8 address8_2 5.718732233921093
address6 address6_2 6.115227860231779
address13 address13_2 3.9665805641501493
address7 address7_2 29.450037579213006
address15 address15_2 6.535187298482988
address2 address2_2 19.849711051693006
address12 address12_2 6.192889586882529
address8 address8_2 4.111523825137854
address1 address1_2 3.2243324407282614
address17 address17_2 2.6239896446804805
address5 address5_2 7.207896165410969
address9 address9_2 14.429944604829508
address13 address13_2 2.993255184558482
address7 address7_2 22.64863800306666
address11 address11_2 6.391106305253544
address4 address4_2 7.205579010896997
address16 address16_2 6.233847379985183
address1 address1_2 4.517640670788204
address5 address5_2 3.5751276131207645
address0 address0_2 93.59607592838358
address9 address9_2 12.074010133353188
address17 address17_2 9.415717442701274
address19 address19_2 10.58184015529061
address14 address14_2 10.961094324775354
address1 address1_2 14.726808711380903
address0 address0_2 25.530522883482167
address17 address17_2 3.728527014313689
address16 address16_2 5.433636194777392
address11 address11_2 8.439241897471296
address3 address3_2 19.20086015857887
address6 address6_2 6.115227860231772
address15 address15_2 6.535187298482978
address5 address5_2 3.575127613120776
address19 address19_2 9.821078282298966
address5 address5_2 5.232597177144918
address14 address14_2 7.303781008830768
address7 address7_2 22.648638003066683
address19 address19_2 7.369018077517144
address10 address10_2 5.155941618517014
address3 address3_2 39.4693711150858
address12 address12_2 5.831978072105024
address17 address17_2 3.3379055384092773
address11 address11_2 8.4392418974713
address2 address2_2 3.5378972934004764
address4 address4_2 5.095654115348724
address3 address3_2 12.045726448886422
address8 address8_2 4.558661910507286
address0 address0_2 16.148603235527926
address18 address18_2 22.981076950365292
address7 address7_2 29.450037579213035
address13 address13_2 2.993255184558482
address14 address14_2 3.895839453609623
address15 address15_2 8.239424738400709
address17 address17_2 8.43205220848578
address5 address5_2 3.575127613120776
address8 address8_2 5.131903423756349
address4 address4_2 5.0956541153487285
address18 address18_2 14.053447587247357
address15 address15_2 9.775273111255657
address14 address14_2 10.579035536608334
address10 address10_2 6.567484960722044
address16 address16_2 15.070188348019542
address12 address12_2 5.831978072105024
address7 address7_2 22.648638003066683
address17 address17_2 3.3379055384092773
address10 address10_2 5.155941618517014
address7 address7_2 16.52719103330084
address13 address13_2 4.325994775729565
address18 address18_2 7.1654931915403495
address15 address15_2 8.498794714385488
address5 address5_2 9.565636090044666
address16 address16_2 3.148820109117679
address6 address6_2 6.115227860231769
address8 address8_2 4.558661910507286
