address11 address11_2 2.0162340000097174
address4 address4_2 1.1365209999930812
address8 address8_2 2.0063349999982165
address10 address10_2 1.7098910000058822
address2 address2_2 3.4250880000035977
address16 address16_2 2.2945639999961713
address9 address9_2 2.2726479999982985
address19 address19_2 1.980598000009195
address17 address17_2 2.0355079999862937
address14 address14_2 1.363603999998304
address2 address2_2 2.288727999999537
address16 address16_2 0.84377599999425
address8 address8_2 2.2912629999918863
address7 address7_2 1.7225990000006277
address11 address11_2 2.317599000001792
address4 address4_2 2.2737899999920046
address18 address18_2 1.7137930000026245
address10 address10_2 1.9916400000074646
address15 address15_2 2.0062500000058208
address12 address12_2 3.1499579999945126
address5 address5_2 0.8490929999970831
address1 address1_2 2.028770999997505
address11 address11_2 1.9911729999876115
address9 address9_2 2.2726479999982985
address16 address16_2 4.871258999992278
address2 address2_2 2.288727999999537
address8 address8_2 2.2912629999918863
address6 address6_2 1.721215999990818
address13 address13_2 3.0547050000022864
address7 address7_2 1.7137359999906039
address15 address15_2 2.0062500000058208
address2 address2_2 2.288727999999537
address12 address12_2 1.7047679999959655
address8 address8_2 2.307643000007374
address1 address1_2 2.018098000000464
address17 address17_2 2.002537000007578
address5 address5_2 1.7096049999963725
address9 address9_2 2.2726479999982985
address13 address13_2 1.1424910000059754
address7 address7_2 2.918492000011611
address11 address11_2 2.317599000001792
address4 address4_2 0.8550280000054045
address16 address16_2 1.3167450000037206
address1 address1_2 0.86621500000183
address5 address5_2 2.2863999999972293
address0 address0_2 1.3814629999978933
address9 address9_2 2.5651249999937136
address17 address17_2 2.264827000006335
address19 address19_2 2.340393000005861
address14 address14_2 2.296620000008261
address1 address1_2 2.567665999988094
address0 address0_2 1.4503059999988182
address17 address17_2 2.2724900000030175
address16 address16_2 1.069727000009152
address11 address11_2 1.9911729999876115
address3 address3_2 2.562028000000282
address6 address6_2 1.721215999990818
address15 address15_2 2.0062500000058208
address5 address5_2 2.2863999999972293
address19 address19_2 3.4162039999937406
address5 address5_2 1.7200980000052368
address14 address14_2 1.4260690000082832
address7 address7_2 2.918492000011611
address19 address19_2 2.5346149999968475
address10 address10_2 2.2896880000043893
address3 address3_2 0.8499339999980293
address12 address12_2 3.1499579999945126
address17 address17_2 2.85506400000304
address11 address11_2 1.9911729999876115
address2 address2_2 3.4250880000035977
address4 address4_2 0.5668280000099912
address3 address3_2 2.0425749999994878
address8 address8_2 2.0063349999982165
address0 address0_2 2.885783999998239
address18 address18_2 1.995718999998644
address7 address7_2 1.7137359999906039
address13 address13_2 1.1424910000059754
address14 address14_2 1.1413109999994067
address15 address15_2 1.1324120000062976
address17 address17_2 1.7125159999995958
address5 address5_2 2.2863999999972275
address8 address8_2 1.1439660000032745
address4 address4_2 0.5668280000099912
address18 address18_2 1.420008000000962
address15 address15_2 1.7210130000021309
address14 address14_2 0.8594589999993332
address10 address10_2 1.7098910000058822
address16 address16_2 2.2945639999961713
address12 address12_2 3.1499579999945126
address7 address7_2 2.918492000011611
address17 address17_2 2.85506400000304
address10 address10_2 2.2896880000043893
address7 address7_2 2.00498399999924
address13 address13_2 3.455990999995265
address18 address18_2 1.7137930000026245
address15 address15_2 2.0126060000038706
address5 address5_2 0.8491470000008121
address16 address16_2 3.7301140000054147
address6 address6_2 1.721215999990818
address8 address8_2 2.0063349999982165
