['identifyMethod.py', 'timeDiff', '20', '1']
0.7
['identifyMethod.py', 'timeDiff', '20', '2']
0.5
['identifyMethod.py', 'timeDiff', '20', '3']
0.6
['identifyMethod.py', 'timeDiff', '20', '4']
0.75
['identifyMethod.py', 'timeDiff', '20', '5']
0.5
['identifyMethod.py', 'timeDiff', '20', '6']
0.55
['identifyMethod.py', 'timeDiff', '20', '7']
0.6
['identifyMethod.py', 'timeDiff', '20', '8']
0.75
['identifyMethod.py', 'timeDiff', '20', '9']
0.6
['identifyMethod.py', 'timeDiff', '20', '10']
0.75
['identifyMethod.py', 'timeDiff', '20', '11']
0.55
['identifyMethod.py', 'timeDiff', '20', '12']
0.65
['identifyMethod.py', 'timeDiff', '20', '13']
0.5
['identifyMethod.py', 'timeDiff', '20', '14']
0.65
['identifyMethod.py', 'timeDiff', '20', '15']
0.7
['identifyMethod.py', 'timeDiff', '20', '16']
0.6
['identifyMethod.py', 'timeDiff', '20', '17']
0.55
['identifyMethod.py', 'timeDiff', '20', '18']
0.5
['identifyMethod.py', 'timeDiff', '20', '19']
0.85
['identifyMethod.py', 'timeDiff', '20', '20']
0.55
['identifyMethod.py', 'timeDiff', '20', '21']
0.45
['identifyMethod.py', 'timeDiff', '20', '22']
0.55
['identifyMethod.py', 'timeDiff', '20', '23']
0.65
['identifyMethod.py', 'timeDiff', '20', '24']
0.6
['identifyMethod.py', 'timeDiff', '20', '25']
0.55
['identifyMethod.py', 'timeDiff', '20', '26']
0.55
['identifyMethod.py', 'timeDiff', '20', '27']
0.55
['identifyMethod.py', 'timeDiff', '20', '28']
0.8
['identifyMethod.py', 'timeDiff', '20', '29']
0.75
['identifyMethod.py', 'timeDiff', '20', '30']
0.5
['identifyMethod.py', 'timeDiff', '20', '31']
0.55
['identifyMethod.py', 'timeDiff', '20', '32']
0.6
['identifyMethod.py', 'timeDiff', '20', '33']
0.75
['identifyMethod.py', 'timeDiff', '20', '34']
0.95
['identifyMethod.py', 'timeDiff', '20', '35']
0.75
['identifyMethod.py', 'timeDiff', '20', '36']
0.65
['identifyMethod.py', 'timeDiff', '20', '37']
0.55
['identifyMethod.py', 'timeDiff', '20', '38']
0.65
['identifyMethod.py', 'timeDiff', '20', '39']
0.5
['identifyMethod.py', 'timeDiff', '20', '40']
0.5
['identifyMethod.py', 'timeDiff', '20', '41']
0.9
['identifyMethod.py', 'timeDiff', '20', '42']
0.65
['identifyMethod.py', 'timeDiff', '20', '43']
0.65
['identifyMethod.py', 'timeDiff', '20', '44']
0.7
['identifyMethod.py', 'timeDiff', '20', '45']
0.7
['identifyMethod.py', 'timeDiff', '20', '46']
0.6
['identifyMethod.py', 'timeDiff', '20', '47']
0.35
['identifyMethod.py', 'timeDiff', '20', '48']
0.8
['identifyMethod.py', 'timeDiff', '20', '49']
0.65
['identifyMethod.py', 'timeDiff', '20', '50']
0.65
['identifyMethod.py', 'timeDiff', '20', '51']
0.7
['identifyMethod.py', 'timeDiff', '20', '52']
0.7
['identifyMethod.py', 'timeDiff', '20', '53']
0.7
['identifyMethod.py', 'timeDiff', '20', '54']
0.65
['identifyMethod.py', 'timeDiff', '20', '55']
0.75
['identifyMethod.py', 'timeDiff', '20', '56']
0.65
['identifyMethod.py', 'timeDiff', '20', '57']
0.7
['identifyMethod.py', 'timeDiff', '20', '58']
0.65
['identifyMethod.py', 'timeDiff', '20', '59']
0.6
['identifyMethod.py', 'timeDiff', '20', '60']
0.8
['identifyMethod.py', 'timeDiff', '20', '61']
0.75
['identifyMethod.py', 'timeDiff', '20', '62']
0.7
['identifyMethod.py', 'timeDiff', '20', '63']
0.8
['identifyMethod.py', 'timeDiff', '20', '64']
0.6
['identifyMethod.py', 'timeDiff', '20', '65']
0.7
['identifyMethod.py', 'timeDiff', '20', '66']
0.6
['identifyMethod.py', 'timeDiff', '20', '67']
0.65
['identifyMethod.py', 'timeDiff', '20', '68']
0.75
['identifyMethod.py', 'timeDiff', '20', '69']
0.55
['identifyMethod.py', 'timeDiff', '20', '70']
0.7
['identifyMethod.py', 'timeDiff', '20', '71']
0.9
['identifyMethod.py', 'timeDiff', '20', '72']
0.65
['identifyMethod.py', 'timeDiff', '20', '73']
0.6
['identifyMethod.py', 'timeDiff', '20', '74']
0.6
['identifyMethod.py', 'timeDiff', '20', '75']
0.8
['identifyMethod.py', 'timeDiff', '20', '76']
0.8
['identifyMethod.py', 'timeDiff', '20', '77']
0.55
['identifyMethod.py', 'timeDiff', '20', '78']
0.7
['identifyMethod.py', 'timeDiff', '20', '79']
0.6
['identifyMethod.py', 'timeDiff', '20', '80']
0.65
['identifyMethod.py', 'timeDiff', '20', '81']
0.45
['identifyMethod.py', 'timeDiff', '20', '82']
0.7
['identifyMethod.py', 'timeDiff', '20', '83']
0.8
['identifyMethod.py', 'timeDiff', '20', '84']
0.55
['identifyMethod.py', 'timeDiff', '20', '85']
0.55
['identifyMethod.py', 'timeDiff', '20', '86']
0.65
['identifyMethod.py', 'timeDiff', '20', '87']
0.6
['identifyMethod.py', 'timeDiff', '20', '88']
0.6
['identifyMethod.py', 'timeDiff', '20', '89']
0.7
['identifyMethod.py', 'timeDiff', '20', '90']
0.55
['identifyMethod.py', 'timeDiff', '20', '91']
0.75
['identifyMethod.py', 'timeDiff', '20', '92']
0.75
['identifyMethod.py', 'timeDiff', '20', '93']
0.7
['identifyMethod.py', 'timeDiff', '20', '94']
0.65
['identifyMethod.py', 'timeDiff', '20', '95']
0.75
['identifyMethod.py', 'timeDiff', '20', '96']
0.65
['identifyMethod.py', 'timeDiff', '20', '97']
0.65
['identifyMethod.py', 'timeDiff', '20', '98']
0.45
['identifyMethod.py', 'timeDiff', '20', '99']
0.65
['identifyMethod.py', 'timeDiff', '20', '100']
0.7
['identifyMethod.py', 'timeDiff', '20', '101']
0.6
['identifyMethod.py', 'timeDiff', '20', '102']
