address3,-133.73892299999716,-77
address3,-133.17037300000084,-86
address3,-132.88898899999913,-86
address3,-132.00079499999993,-79
address3,-131.3948939999973,-74
address3,-131.1667299999972,-78
address3,-130.0,-77
address3_2,-127.43797199999972,-92
address3_2,-126.2829619999975,-81
address3_2,-125.39539700000023,-93
address3_2,-124.83807199999865,-85
address2,118.71017500000016,-68
address2,119.85238900000695,-77
address2,120.9989029999997,-68
address2,122.1452019999997,-71
address2,123.0,-88
address2_2,126.4250880000036,-91
address2_2,128.1450380000024,-89
address7,140.41499900000053,-92
address7,141.2836580000003,-88
address7,142.1312340000004,-77
address7,143.27740099999937,-80
address7,143.85107399999106,-81
address7,145.0,-73
address7_2,146.7137359999906,-79
address7_2,148.7745500000019,-96
address7_2,149.87524699998903,-97
address11,72.26751800000784,-80
address11,72.84487099999387,-80
address11,73.70244599999569,-83
address11,74.85626899999625,-93
address11,76.0,-72
address11_2,78.31759900000179,-86
address11_2,78.86367599999357,-88
address11_2,80.28147800000443,-81
address1,30.550113999997848,-79
address1,31.417951999988873,-81
address1,31.698901999989175,-92
address1,34.0,-88
address1_2,36.567665999988094,-90
address1_2,37.17014699999709,-82
address1_2,37.433880999989924,-78
address1_2,38.29393400000117,-91
address1_2,39.45197899999039,-81
address1_2,39.7935359999974,-85
address14,-66.58507500000997,-87
address14,-65.73018100000627,-80
address14,-64.28249500000675,-80
address14,-63.71522300000652,-83
address14,-62.0,-80
address14_2,-60.56756100000348,-82
address14_2,-59.154919000007794,-81
address14_2,-58.58373500000744,-92
address14_2,-57.43484100000933,-79
address14_2,-56.57442900000024,-77
address6,-131.58013200000278,-75
address6,-130.4235420000041,-92
address6,-129.8586490000016,-78
address6,-129.5710950000066,-80
address6,-127.0,-83
address6_2,-125.27878400000918,-77
address6_2,-124.41757400000643,-75
address6_2,-123.5599840000068,-81
address6_2,-123.26970299999812,-82
address6_2,-122.98999000000185,-92
address6_2,-122.13749200000893,-85
address10,-34.54883600000176,-81
address10,-33.981406000006245,-85
address10,-31.991640000007465,-89
address10,-30.569004000004497,-85
address10,-30.0,-84
address10_2,-27.71031199999561,-85
address10_2,-26.861340999996173,-85
address10_2,-26.292817000008654,-78
address10_2,-25.716532000005827,-92
address10_2,-24.52631499999552,-81
address0,-11.280115000001388,-90
address0,-10.420190000004368,-87
address0,-9.260802999997395,-82
address0,-8.381462999997893,-10
address0,-8.140146999998251,-81
address0,-7.0,-79
address0_2,-5.277941000007559,-85
address0_2,-4.1042989999987185,-83
address0_2,-2.392157000009318,-92
address0_2,-1.8269410000066273,-87
address0_2,-1.5401229999988573,-90
address0_2,-1.25887400000647,-92
