address17,-261.57051299999875,-89
address17,-260.4288779999915,-83
address17,-259.26992999999493,-83
address17,-258.1362429999863,-84
address17,-257.0,-79
address17_2,-255.2874840000004,-81
address17_2,-253.84971099998802,-92
address17_2,-252.99622799998906,-77
address15,268.98115099999995,-84
address15,270.135706999994,-79
address15,270.9937570000038,-76
address15,271.27240800000436,-85
address15,271.84377900000254,-83
address15,272.1316499999957,-92
address15,273.0,-92
address15_2,274.1414189999923,-80
address15_2,275.2901120000024,-92
address15_2,275.86281900000176,-89
address15_2,277.57011200000125,-80
address15_2,278.4301229999983,-88
address16,-159.8522040000098,-86
address16,-159.2788300000102,-85
address16,-158.4165120000107,-93
address16,-158.1136289999995,-97
address16,-156.99647700000787,-92
address16,-156.1516879999981,-83
address16,-155.0,-83
address16_2,-153.57614200000535,-77
address16_2,-152.72011799999746,-71
address16_2,-150.7053569999989,-71
address16_2,-149.57531400000153,-81
address16_2,-148.99034000000393,-76
address4,-6.813707000008435,-95
address4,-5.41682800000126,-86
address4,-4.854862000007415,-90
address4,-2.5668280000099912,-85
address4,-2.28365300000587,-91
address4,-2.0,-92
address4_2,0.2737899999920046,-81
address4_2,1.1500489999889396,-83
address4_2,1.4288049999886425,-82
address4_2,2.005076999994344,-80
address4_2,2.2888229999953182,-80
address4_2,3.1415979999874235,-83
address13,-86.87380900001153,-81
address13,-85.72237400000449,-83
address13,-84.28874899999937,-94
address13,-83.14249100000598,-85
address13,-82.18421600000875,-81
address13,-82.0,-89
address13_2,-78.54400900000473,-97
address13_2,-77.99258000000555,-87
address13_2,-76.85250500000257,-93
address14,289.14408399999957,-81
address14,289.7152679999999,-92
address14,290.86416199999803,-79
address14,291.7245740000071,-77
address14,292.00547299999744,-84
address14,292.29005300000426,-87
address14,293.4315420000057,-80
address14,294.0,-77
address14_2,296.64900400000624,-86
address14_2,297.1539950000006,-91
address14_2,298.01260800000455,-88
address14_2,299.7415880000044,-81
address0,-207.0049560000043,-90
address0,-206.13996800000314,-90
address0,-205.28004300000612,-87
address0,-204.12065599999914,-82
address0,-203.24131599999964,-10
address0,-203.0,-81
address0_2,-200.41445799999929,-75
address0_2,-200.1377940000093,-85
address0_2,-198.96415200000047,-83
address0_2,-197.25201000001107,-92
address8,-83.30022699999972,-82
address8,-82.44115700000839,-86
address8,-82.1500420000084,-76
address8,-80.96116099999927,-83
address8,-80.14396600000327,-77
address8,-79.85623699999996,-84
address8,-79.0,-81
address8_2,-76.99626100000751,-80
address8_2,-75.55863900000986,-70
address8_2,-74.68861800000013,-81
address8_2,-73.83372999999847,-85
address8_2,-72.98118099999556,-80
address6,103.41986799999722,-75
address6,104.57645799999591,-92
address6,105.1413509999984,-78
address6,105.42890499999339,-80
address6,108.0,-83
address6_2,109.72121599999082,-77
address6_2,110.58242599999357,-75
address6_2,111.4400159999932,-81
address6_2,111.73029700000188,-82
address6_2,112.01000999999815,-92
address6_2,112.86250799999107,-85
address10,-178.57102399998985,-89
address10,-177.71235299999535,-93
address10,-176.5571959999943,-81
address10,-175.98976599999878,-85
address10,-174.0,-89
address10_2,-172.00835999999254,-84
address10_2,-170.86747299999115,-81
address10_2,-169.71867199998815,-85
address10_2,-168.8697009999887,-85
address10_2,-168.3011770000012,-78
address10_2,-167.72489199999836,-92
