address,time,rssi
0d:4b:ab:fe:4b:32,56958.06984,-87
1c:33:59:11:31:23,56958.119114,-57
0c:37:44:e6:59:8b,56958.206985,-85
0e:81:70:7d:a4:51,56958.248666,-77
3a:5a:a9:59:b5:33,56958.51486,-88
0d:4b:ab:fe:4b:32,56958.621196,-85
0e:79:3e:8b:b7:19,56958.714247,-84
0c:37:44:e6:59:8b,56958.757535,-62
1c:33:59:11:31:23,56958.935396,-56
0e:81:70:7d:a4:51,56959.07924,-76
21:c4:de:0a:b3:8e,56959.120017,-92
0e:79:3e:8b:b7:19,56959.265869,-82
1c:33:59:11:31:23,56959.475283,-58
0c:37:44:e6:59:8b,56959.589803,-65
0e:81:70:7d:a4:51,56959.621278,-79
0d:4b:ab:fe:4b:32,56959.73617,-93
1c:33:59:11:31:23,56959.958494,-62
0e:81:70:7d:a4:51,56960.188645,-77
1c:33:59:11:31:23,56960.226542,-59
0d:4b:ab:fe:4b:32,56960.277433,-88
0c:37:44:e6:59:8b,56960.417665,-71
3a:5a:a9:59:b5:33,56960.448661,-90
0e:79:3e:8b:b7:19,56960.636712,-82
0c:37:44:e6:59:8b,56960.968408,-72
0e:81:70:7d:a4:51,56960.993962,-74
0e:79:3e:8b:b7:19,56961.185628,-79
0e:81:70:7d:a4:51,56961.266011,-75
21:c4:de:0a:b3:8e,56961.612419,-92
6e:fe:3f:63:01:03,56961.714081,-87
0e:79:3e:8b:b7:19,56961.736498,-85
0c:37:44:e6:59:8b,56961.794174,-66
1c:33:59:11:31:23,56961.862595,-57
0d:4b:ab:fe:4b:32,56961.941351,-85
3a:5a:a9:59:b5:33,56962.124752,-88
0e:79:3e:8b:b7:19,56962.280194,-83
1c:33:59:11:31:23,56962.405852,-62
6e:fe:3f:63:01:03,56962.576185,-78
0e:81:70:7d:a4:51,56962.659862,-80
0e:79:3e:8b:b7:19,56962.827964,-82
0c:37:44:e6:59:8b,56963.202281,-64
3a:5a:a9:59:b5:33,56963.20591,-87
0e:79:3e:8b:b7:19,56963.381445,-79
0c:37:44:e6:59:8b,56963.438831,-69
6e:fe:3f:63:01:03,56963.441059,-80
0e:81:70:7d:a4:51,56963.469563,-75
1c:33:59:11:31:23,56963.494185,-58
0e:79:3e:8b:b7:19,56964.211803,-83
0c:37:44:e6:59:8b,56964.257805,-63
0c:37:44:e6:59:8b,56964.816147,-68
1c:33:59:11:31:23,56964.850608,-59
0e:79:3e:8b:b7:19,56965.3255,-82
1c:33:59:11:31:23,56965.394888,-64
0e:81:70:7d:a4:51,56965.694427,-86
6e:fe:3f:63:01:03,56965.756305,-97
0e:79:3e:8b:b7:19,56965.875108,-74
0c:37:44:e6:59:8b,56965.911878,-66
1c:33:59:11:31:23,56966.1335,-62
0c:37:44:e6:59:8b,56966.465264,-85
0d:4b:ab:fe:4b:32,56966.590569,-83
1c:33:59:11:31:23,56966.691927,-59
0e:81:70:7d:a4:51,56966.790227,-79
0c:37:44:e6:59:8b,56967.017204,-64
0e:79:3e:8b:b7:19,56967.27154,-80
3a:5a:a9:59:b5:33,56967.359239,-88
0e:79:3e:8b:b7:19,56967.545583,-80
1c:33:59:11:31:23,56967.766579,-57
0c:37:44:e6:59:8b,56967.844383,-70
21:c4:de:0a:b3:8e,56967.89866,-92
0f:d5:ee:91:21:1a,56968.46396,-89
0d:4b:ab:fe:4b:32,56968.513262,-81
0c:37:44:e6:59:8b,56968.657172,-72
0e:81:70:7d:a4:51,56968.712129,-78
1c:33:59:11:31:23,56969.127556,-57
0e:79:3e:8b:b7:19,56969.190573,-77
0c:37:44:e6:59:8b,56969.208878,-66
0e:81:70:7d:a4:51,56969.264777,-74
0d:4b:ab:fe:4b:32,56969.350442,-80
0c:37:44:e6:59:8b,56969.493013,-69
6e:fe:3f:63:01:03,56969.749983,-90
0e:81:70:7d:a4:51,56969.816403,-74
21:c4:de:0a:b3:8e,56969.825078,-90
0d:4b:ab:fe:4b:32,56969.892678,-89
0c:37:44:e6:59:8b,56970.326126,-71
3a:5a:a9:59:b5:33,56970.375502,-93
0e:81:70:7d:a4:51,56970.379245,-78
0c:37:44:e6:59:8b,56970.600497,-69
6e:fe:3f:63:01:03,56970.612178,-92
0e:81:70:7d:a4:51,56970.656138,-80
0d:4b:ab:fe:4b:32,56971.010039,-82
1c:33:59:11:31:23,56971.031872,-60
0e:81:70:7d:a4:51,56971.481129,-80
0f:d5:ee:91:21:1a,56971.502537,-90
0e:79:3e:8b:b7:19,56971.656362,-77
0c:37:44:e6:59:8b,56971.701492,-65
1c:33:59:11:31:23,56971.843854,-56
3a:5a:a9:59:b5:33,56972.030108,-92
0e:81:70:7d:a4:51,56972.311892,-77
6e:fe:3f:63:01:03,56972.322736,-86
0f:d5:ee:91:21:1a,56972.325251,-90
0e:81:70:7d:a4:51,56972.586778,-75
6e:fe:3f:63:01:03,56972.613869,-80
0d:4b:ab:fe:4b:32,56972.662492,-84
3a:5a:a9:59:b5:33,56972.848395,-87
0f:d5:ee:91:21:1a,56973.15775,-92
1c:33:59:11:31:23,56973.197311,-63
3e:db:f4:15:8b:e5,56973.237899,-94
0e:79:3e:8b:b7:19,56973.30524,-79
