address,time,rssi
0e:81:70:7d:a4:51,57843.066289,-66
12:61:03:8c:1e:fd,57843.075046,-67
12:61:03:8c:1e:fd,57843.353303,-75
3d:c6:e1:f9:a4:2b,57843.39773,-87
13:36:96:f2:66:a8,57843.437507,-76
3c:73:11:c4:bf:2c,57843.737062,-86
0f:d5:ee:91:21:1a,57843.770035,-83
68:ca:ac:61:4e:bf,57843.82145,-93
3d:c6:e1:f9:a4:2b,57843.943508,-89
15:be:24:b3:83:65,57844.167238,-82
12:61:03:8c:1e:fd,57844.178761,-71
15:be:24:b3:83:65,57844.442228,-82
0e:81:70:7d:a4:51,57844.44763,-65
12:61:03:8c:1e:fd,57844.449756,-67
13:36:96:f2:66:a8,57844.530117,-69
0f:d5:ee:91:21:1a,57844.605802,-88
67:76:3e:43:73:e5,57844.663501,-73
3c:73:11:c4:bf:2c,57844.842588,-74
12:61:03:8c:1e:fd,57845.000164,-73
13:36:96:f2:66:a8,57845.071997,-61
0f:d5:ee:91:21:1a,57845.162599,-85
67:76:3e:43:73:e5,57845.245657,-78
13:36:96:f2:66:a8,57845.345705,-73
3c:73:11:c4:bf:2c,57845.393722,-74
67:76:3e:43:73:e5,57845.533432,-82
15:be:24:b3:83:65,57845.53392,-82
0e:81:70:7d:a4:51,57845.553435,-70
3d:c6:e1:f9:a4:2b,57845.600732,-83
67:76:3e:43:73:e5,57845.816026,-81
68:ca:ac:61:4e:bf,57845.820725,-84
13:36:96:f2:66:a8,57845.888715,-71
3c:73:11:c4:bf:2c,57845.940147,-82
0f:d5:ee:91:21:1a,57846.003175,-89
15:be:24:b3:83:65,57846.093786,-91
15:be:24:b3:83:65,57846.370954,-83
68:ca:ac:61:4e:bf,57846.394423,-88
3c:73:11:c4:bf:2c,57846.493848,-75
67:76:3e:43:73:e5,57846.675722,-75
0f:d5:ee:91:21:1a,57846.827053,-88
13:36:96:f2:66:a8,57846.973508,-67
15:be:24:b3:83:65,57847.195402,-90
0e:81:70:7d:a4:51,57847.20315,-71
12:61:03:8c:1e:fd,57847.211267,-77
67:76:3e:43:73:e5,57847.251326,-71
15:be:24:b3:83:65,57847.471156,-90
12:61:03:8c:1e:fd,57847.487564,-73
67:76:3e:43:73:e5,57847.537617,-83
3c:73:11:c4:bf:2c,57847.589975,-74
0f:d5:ee:91:21:1a,57847.654704,-85
0e:81:70:7d:a4:51,57847.749502,-70
13:36:96:f2:66:a8,57847.791896,-61
3c:73:11:c4:bf:2c,57848.40876,-74
0e:81:70:7d:a4:51,57848.565102,-70
15:be:24:b3:83:65,57848.579432,-93
12:61:03:8c:1e:fd,57848.587666,-69
13:36:96:f2:66:a8,57848.604474,-62
67:76:3e:43:73:e5,57848.961834,-85
68:ca:ac:61:4e:bf,57848.971951,-84
0f:d5:ee:91:21:1a,57849.032604,-84
0e:81:70:7d:a4:51,57849.114615,-70
15:be:24:b3:83:65,57849.12855,-82
13:36:96:f2:66:a8,57849.149865,-63
3d:c6:e1:f9:a4:2b,57849.443298,-86
67:76:3e:43:73:e5,57849.531128,-79
0e:81:70:7d:a4:51,57849.668344,-71
12:61:03:8c:1e:fd,57849.687959,-66
13:36:96:f2:66:a8,57849.689819,-69
15:be:24:b3:83:65,57850.219696,-92
3c:73:11:c4:bf:2c,57850.335426,-84
4e:58:2e:fe:bb:68,57850.357207,-96
68:ca:ac:61:4e:bf,57850.407668,-83
0f:d5:ee:91:21:1a,57850.410299,-84
15:be:24:b3:83:65,57850.496918,-92
3d:c6:e1:f9:a4:2b,57850.542403,-84
3c:73:11:c4:bf:2c,57850.616474,-85
67:76:3e:43:73:e5,57850.693923,-83
68:ca:ac:61:4e:bf,57850.694461,-86
