address,time,rssi
3c:e6:0b:b4:96:5f,61371.303273,-70
05:85:21:d4:ba:32,61371.323822,-93
29:bd:0f:13:62:33,61371.352239,-94
35:53:cd:7e:6e:fd,61371.447303,-88
38:a3:0f:d9:f7:56,61371.742327,-65
3d:2e:23:0e:ba:70,61372.099735,-78
3c:e6:0b:b4:96:5f,61372.122955,-79
35:53:cd:7e:6e:fd,61372.547242,-82
3d:2e:23:0e:ba:70,61372.64955,-80
3c:e6:0b:b4:96:5f,61372.674122,-80
35:53:cd:7e:6e:fd,61372.823593,-83
16:24:92:35:32:5a,61373.059909,-88
3c:e6:0b:b4:96:5f,61373.228213,-70
35:53:cd:7e:6e:fd,61373.373126,-88
3d:2e:23:0e:ba:70,61373.463497,-78
3d:2e:23:0e:ba:70,61373.737586,-77
3c:e6:0b:b4:96:5f,61373.785881,-78
78:21:b7:82:f3:4d,61374.014838,-89
29:bd:0f:13:62:33,61374.104821,-87
35:53:cd:7e:6e:fd,61374.196541,-82
38:a3:0f:d9:f7:56,61374.219419,-72
3d:2e:23:0e:ba:70,61374.27892,-77
05:85:21:d4:ba:32,61374.317428,-90
3c:e6:0b:b4:96:5f,61374.611375,-84
29:bd:0f:13:62:33,61374.655211,-93
35:53:cd:7e:6e:fd,61374.74359,-82
3d:2e:23:0e:ba:70,61374.821303,-80
78:21:b7:82:f3:4d,61374.86475,-96
38:a3:0f:d9:f7:56,61375.037751,-63
29:bd:0f:13:62:33,61375.202365,-89
35:53:cd:7e:6e:fd,61375.299599,-84
3d:2e:23:0e:ba:70,61375.363904,-76
38:a3:0f:d9:f7:56,61375.594076,-69
35:53:cd:7e:6e:fd,61375.850924,-83
38:a3:0f:d9:f7:56,61375.864967,-68
3d:2e:23:0e:ba:70,61376.182149,-78
29:bd:0f:13:62:33,61376.301795,-89
3c:e6:0b:b4:96:5f,61376.53802,-78
3d:2e:23:0e:ba:70,61376.730347,-78
3c:e6:0b:b4:96:5f,61376.809413,-70
35:53:cd:7e:6e:fd,61376.943992,-82
38:a3:0f:d9:f7:56,61376.966526,-66
29:bd:0f:13:62:33,61377.406532,-91
38:a3:0f:d9:f7:56,61377.789806,-83
3c:e6:0b:b4:96:5f,61377.92418,-79
29:bd:0f:13:62:33,61377.949923,-91
4c:e7:20:02:7d:b4,61378.288535,-93
35:53:cd:7e:6e:fd,61378.311593,-82
78:21:b7:82:f3:4d,61378.593701,-93
38:a3:0f:d9:f7:56,61378.620491,-59
05:85:21:d4:ba:32,61378.661323,-97
38:a3:0f:d9:f7:56,61378.896768,-66
3d:2e:23:0e:ba:70,61378.897276,-77
3c:e6:0b:b4:96:5f,61379.034515,-70
29:bd:0f:13:62:33,61379.052678,-91
3d:2e:23:0e:ba:70,61379.439363,-77
35:53:cd:7e:6e:fd,61379.717552,-82
38:a3:0f:d9:f7:56,61379.719083,-71
38:a3:0f:d9:f7:56,61379.986837,-64
3c:e6:0b:b4:96:5f,61380.125764,-71
3d:2e:23:0e:ba:70,61380.184026,-79
35:53:cd:7e:6e:fd,61380.242805,-83
3c:e6:0b:b4:96:5f,61380.958237,-70
22:97:03:59:fd:ca,61381.044112,-95
05:85:21:d4:ba:32,61381.382088,-96
38:a3:0f:d9:f7:56,61381.645332,-71
3d:2e:23:0e:ba:70,61381.783293,-77
3c:e6:0b:b4:96:5f,61381.791737,-78
35:53:cd:7e:6e:fd,61381.889161,-83
3c:e6:0b:b4:96:5f,61382.064019,-82
16:24:92:35:32:5a,61382.073421,-91
38:a3:0f:d9:f7:56,61382.194308,-74
3d:2e:23:0e:ba:70,61382.319335,-77
35:53:cd:7e:6e:fd,61382.438764,-95
3c:e6:0b:b4:96:5f,61382.890511,-77
38:a3:0f:d9:f7:56,61383.025798,-71
35:53:cd:7e:6e:fd,61383.271926,-81
3d:2e:23:0e:ba:70,61383.410585,-76
38:a3:0f:d9:f7:56,61383.575531,-73
16:24:92:35:32:5a,61383.705882,-89
3c:e6:0b:b4:96:5f,61383.723859,-84
35:53:cd:7e:6e:fd,61383.822332,-85
